time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
572,11.0,588.0144702619248,0.01870702262667136
573,13.0,596.7330624296155,0.021785285278261828
574,9.0,595.8258925155056,0.015105083738477824
575,17.0,594.7618683519034,0.028582868042814052
576,11.0,594.7799509694875,0.018494234686408092
577,8.0,600.5714507772642,0.013320646510330016
578,7.0,603.4312857343194,0.01160032660799424
579,11.0,607.9623779020105,0.018093224843878326
580,12.0,614.8059700697015,0.019518353080793183
581,15.0,618.6595234602955,0.02424596960231337
582,8.0,614.14251858913,0.013026292363502865
583,13.0,611.587377902011,0.02125616137565689
584,7.0,601.7085674930042,0.01163353885613634
585,10.0,597.3254460983225,0.01674129248187755
586,11.0,606.1010187813534,0.01814878982074137
587,6.0,615.6768439960775,0.009745372200547185
588,12.0,622.1498779020106,0.019287956851275014
589,10.0,619.7296984377929,0.016136067103461202
590,13.0,620.0895333948481,0.020964714448295844
591,13.0,627.7241789531328,0.020709732770976482
592,5.0,628.9246885032398,0.00795007747572982
593,12.0,619.6635187813525,0.01936534850978404
594,11.0,619.5991789531328,0.017753412808883103
595,13.0,625.4675817220535,0.02078445051333926
596,10.0,620.6883293825822,0.016111145524433025
